-1.69350243,-2.26179981,0.62731135,0.05074514,0.08642139,0.55282503,-0.82724899,0.27846190,0.08459592,0.44999999,0.18234210,0.00000000,-1.00493896,2.00000000,-0.59526467,-0.40000001,-0.40000001,-0.32075959,0.00000000,1.25575483,0.53242344,-1.79999995,-0.40000001,-0.40000001,0.45866635,0.10597886,-0.00692139,0.76320714,-0.33156380,-0.03876298,-0.10222435,-0.08343951,-0.27265763,0.58078808,-0.26597881,-0.12962489
-1.70122027,-2.24047399,0.62997735,0.05453286,0.09315939,0.52420688,-0.84472162,0.13855432,0.14039430,0.44999999,0.09876382,0.00000000,-0.87694293,2.00000000,-0.49005637,-0.40000001,-0.40000001,-0.31986699,0.00000000,1.29470098,0.45707944,-1.79999995,-0.40000001,-0.40000001,0.40537122,0.03227557,0.00279521,0.90979660,-0.34888151,0.00365331,-0.11139078,-0.08045629,-0.24772000,0.56569332,-0.21968341,-0.11675893
-1.70897126,-2.21985817,0.62754893,0.05913348,0.09685004,0.49899888,-0.85914111,0.00678257,0.18324031,0.44348365,0.02715397,0.00000000,-0.73669797,2.00000000,-0.37527776,-0.40000001,-0.40000001,-0.38379949,0.00000000,1.35844231,0.41961515,-1.79999995,-0.40000001,-0.40000001,0.35004896,-0.06714195,0.02153343,1.04063797,-0.35686225,0.05005962,-0.13574804,-0.07731850,-0.22354701,0.57076162,-0.20003922,-0.10742477
-1.71609724,-2.19950986,0.62175655,0.06389949,0.09681410,0.47409433,-0.87279922,-0.10273888,0.20359084,0.43362969,-0.00997813,0.00000000,-0.61315459,2.00000000,-0.28190672,-0.40000001,-0.40000001,-0.51918161,-0.02035535,1.44345927,0.42937332,-1.79999995,-0.40000001,-0.40000001,0.29528585,-0.18294258,0.04577607,1.13880014,-0.34704441,0.09554803,-0.17890424,-0.07163194,-0.19850288,0.59330285,-0.20494691,-0.10101704
-1.72205925,-2.17765045,0.61458111,0.06433059,0.08989526,0.45390975,-0.88416421,-0.13338499,0.19413897,0.43362969,0.03242503,0.00000000,-0.59114987,2.00000000,-0.29785669,-0.40000001,-0.40000001,-0.74677020,-0.13822518,1.54071903,0.46976295,-1.79999995,-0.40000001,-0.40000001,0.24612702,-0.29605061,0.08352588,1.19199860,-0.32619405,0.13726854,-0.26148507,-0.05754002,-0.17765768,0.62565160,-0.21999562,-0.09234223
-1.72644854,-2.15298891,0.60850334,0.06267775,0.07837781,0.43782532,-0.89344132,-0.11586213,0.16930595,0.43362969,0.13956602,0.00000000,-0.62730360,2.00000000,-0.38403448,-0.40000001,-0.40000001,-1.00038576,-0.31777564,1.62995970,0.50833583,-1.79999995,-0.40000001,-0.40000001,0.20795114,-0.39114460,0.11998850,1.20392311,-0.30840591,0.17120808,-0.35540614,-0.03999915,-0.16593926,0.64092761,-0.22331721,-0.08413727
-1.72862482,-2.12451220,0.60407758,0.06062540,0.06766388,0.42409426,-0.90104949,-0.06734403,0.14433023,0.43362969,0.27641633,0.00000000,-0.68948519,2.00000000,-0.50207007,-0.40000001,-0.40000001,-1.23496294,-0.53062111,1.68775034,0.54670841,-1.79999995,-0.40000001,-0.40000001,0.17587367,-0.45349804,0.14735553,1.18745637,-0.28991255,0.18803985,-0.44003025,-0.01729499,-0.14751336,0.63586670,-0.21299897,-0.07217423
-1.72845721,-2.09163427,0.60116476,0.06092851,0.06016228,0.41289085,-0.90674663,0.01919880,0.11762613,0.44014603,0.42138666,0.00000000,-0.77088255,2.00000000,-0.66490805,-0.40000001,-0.40000001,-1.42092347,-0.76177818,1.67682767,0.60597318,-1.79999995,-0.40000001,-0.40000001,0.14860027,-0.47707799,0.15682539,1.15438664,-0.26280391,0.15969642,-0.50728756,0.00899259,-0.12495194,0.61043036,-0.18340588,-0.04915193
-1.72749853,-2.05491924,0.59732622,0.06362648,0.05471006,0.40580463,-0.91009951,0.13124231,0.07908759,0.44999999,0.54816526,0.00000000,-0.85343152,2.00000000,-0.88617432,-0.38128623,-0.40000001,-1.55060816,-0.88814944,1.54487252,0.76400763,-1.79999995,-0.40000001,-0.40000001,0.13604118,-0.47388542,0.15378983,1.12398231,-0.26939315,0.07846097,-0.57091188,0.03460149,-0.10114013,0.58106679,-0.14501199,-0.02901082
-1.72661638,-2.01714945,0.59196681,0.07146207,0.05475180,0.39727509,-0.91327322,0.20636667,0.04922194,0.44999999,0.58391392,0.00000000,-0.84255338,2.00000000,-1.05031037,-0.33125108,-0.40000001,-1.55635691,-0.86369157,1.38524830,0.96857852,-1.79999995,-0.40000001,-0.40000001,0.14186844,-0.45773306,0.12710698,1.11187959,-0.30250078,-0.01339393,-0.62187594,0.05843460,-0.08130644,0.57292813,-0.10423239,-0.02199242
